geneid	genename	nns1	nns2	nns3	amp	gain	hetloss	hmdel	ovexpr	unexpr	meth	ncnv	nexpr	nmeth	sonc	ssup	score
100271561	RPS20P29	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271562	RPS20P30	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271563	RPS20P31	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271564	RPS20P33	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271565	RPS20P34	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271566	RPS20P35	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271567	RPS26P41	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271568	RPS26P42	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271569	RPS26P44	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271570	RPS26P45	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271571	RPS26P43	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271572	RPS26P46	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271574	RPS26P48	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271575	RPS26P49	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271576	RPS26P51	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271577	RPS26P52	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271581	RPS27P20	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271583	RPS27P26	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271584	RPS27P25	0	0	0	1	121	6	0	0	0	0	528	532	319	0.094696969697	0.0	0.0
100271585	RPS27P27	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271586	RPS27P28	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271587	RPS29P20	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271588	RPS29P23	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271589	RPS29P24	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271590	RPS29P25	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271591	RPS29P26	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271592	RPS29P27	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271593	RPS3AP37	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271594	RPS3AP38	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271595	RPS3AP41	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271596	RPS3AP46	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271597	RPS3AP42	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271600	RPS3AP51	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271601	RPS3AP50	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271602	RPL10AP13	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271603	RPL13AP24	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271604	RPL18AP12	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271605	RPL27AP8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271606	RPL37AP9	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271607	RPS15AP30	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271610	RPL36AP35	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271611	RPL36AP53	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271612	RPL36AP54	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271613	RPS15AP27	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271616	RPL23AP58	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271617	RPL23AP62	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271618	RPL23AP59	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271619	RPL23AP70	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271620	RPL23AP66	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271621	RPL23AP72	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271622	RPL23AP67	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271623	RPL23AP69	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271624	RPL23AP78	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271625	RPL23AP73	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271626	RPL23AP79	0	0	0	1	54	6	1	0	0	0	528	532	319	0.094696969697	0.094696969697	0.0
100271627	RPL23AP81	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271630	RPL35AP26	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271631	RPL35AP24	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271632	RPL35AP32	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271633	RPL35AP25	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271634	RPL35AP33	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271635	RPL35AP27	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271636	RPL35AP35	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271637	RPL35AP28	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271638	RPL35AP29	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271639	RPL35AP30	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271640	RPL35AP31	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271641	RPL35AP34	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271642	RPL36AP38	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271643	RPL36AP39	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271644	RPL36AP41	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271645	RPL36AP42	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271646	RPL36AP43	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271647	RPL36AP47	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271648	RPL36AP50	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271649	RPS15AP32	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271650	RPS15AP36	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271651	RPS15AP37	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271652	RPS15AP31	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271654	RPS15AP33	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271655	RPS15AP38	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271700	NONOP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271702	LINC00940	0	0	0	2	121	5	0	0	0	0	528	532	319	0.189393939394	0.0	0.0
100271703	HAUS1P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271715	ARHGEF33	0	0	4	0	77	15	1	15	0	0	528	532	319	1.40977443609	0.094696969697	0.495464349882
100271722	LINC00899	0	0	0	0	41	37	0	5	0	0	528	532	319	0.46992481203	0.0	0.0
100271836	SMG1P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271837	USH1H	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271846	ERVV-2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271849	MEF2B	0	0	2	1	49	12	0	16	0	204	528	532	319	1.59845636819	0.0	0.676679364544
100271870	RBM22P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271871	RBM22P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271873	AIRN	0	0	0	0	8	150	1	0	0	0	528	532	319	0.0	0.094696969697	0.0
100271874	ZNRF2P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271884	SMARCE1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271893	SAMM50P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271918	MKI67P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271924	DFNA59	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100271927	RASA4B	0	0	0	6	170	1	0	0	0	0	528	532	319	0.568181818182	0.0	0.0
100272146	NFE2L3P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100272147	CMC4	0	0	2	8	29	58	1	25	0	0	528	532	319	3.10719981773	0.094696969697	1.63561502124
100272169	L1RE4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100272205	TATDN2P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100272220	RPAP2P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100272228	LINC00894	0	0	0	8	28	49	1	24	0	0	528	532	319	3.01321485532	0.094696969697	1.59130354703
100286844	BCDIN3D-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286918	NDUFS5P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286922	LOC100286922	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286929	NMD3P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286938	VPS13A-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286948	APOOP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286954	HSPE1P12	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286964	TSPY23P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286965	CBX3P8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286971	UBDP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286979	ANAPC1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100286996	TSPY22P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287013	FAM86KP	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287016	DSTNP3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287026	TTTY25P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287029	DDX11L10	0	0	0	1	109	17	0	0	0	0	528	532	319	0.094696969697	0.0	0.0
100287045	FAM90A26	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287055	TSPY21P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287063	GEMIN2P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287082	GACAT2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287083	DEFT1P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287084	ZNF72P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287085	OCIAD2P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287087	H3F3BP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287091	ATP5LP5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287102	DDX11L1	0	0	0	0	9	100	0	0	0	0	528	532	319	0.0	0.0	0.0
100287114	LINC00421	0	0	0	0	20	78	1	0	0	0	528	532	319	0.0	0.094696969697	0.0
100287128	IGHV1OR15-2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287136	CICP28	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287140	HSPD1P14	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287144	USP17L10	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287167	TTTY29P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287171	WASH1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287173	UBE2V1P5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287177	C19orf83	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287178	USP17L11	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287191	HNRNPA1P47	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287193	ISCA2P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287200	RAB9AP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287205	USP17L12	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287215	UBL5P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287216	SH3RF3-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287226	ZNF729	0	0	14	0	48	12	1	0	0	0	528	532	319	0.0	0.094696969697	0.0
100287227	TIPARP-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287229	BRD7P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287234	RAB9AP5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287238	USP17L13	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287261	CSPG4P3Y	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287266	HNRNPA1P42	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287270	USP17L14P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287272	USP8P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287279	UBE2V1P6	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287284	MANSC4	0	0	0	0	121	4	0	0	0	0	528	532	319	0.0	0.0	0.0
100287296	LINC00265-2P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287302	USP17L16P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287314	LINC00941	0	0	0	0	121	3	0	0	0	0	528	532	319	0.0	0.0	0.0
100287325	KRT8P37	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287327	USP17L17	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287345	VENTXP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287362	PRSS46	0	0	0	0	6	410	55	0	0	0	528	532	319	0.0	5.20833333333	-2.38082178394
100287364	USP17L18	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287366	OSTM1-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287369	HSPE1P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287372	IGHV3OR16-13	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287388	LIN28AP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287399	POTEB2	0	0	3	0	27	40	0	0	0	0	528	532	319	0.0	0.0	0.0
100287404	USP17L19	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287441	USP17L20	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287461	MTND1P8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287470	LINC00265-3P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287472	NPM1P31	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287478	USP17L21	0	0	0	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287482	SMKR1	0	0	0	4	168	8	0	0	0	0	528	532	319	0.378787878788	0.0	0.0
100287483	TCEB1P28	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287495	GCSHP4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287502	CSPG4P4Y	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287512	RPS3AP53	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287513	USP17L22	0	0	1	0	14	70	0	0	0	0	528	532	319	0.0	0.0	0.0
100287520	GLYATL1P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287528	IGLL4P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287542	RAB9AP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287551	HSPA8P8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287559	ADPGK-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287567	TRMT112P7	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287569	LINC00173	0	0	0	0	121	6	0	21	0	0	528	532	319	1.97368421053	0.0	0.980891177052
100287573	TOMM22P6	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287577	RAB9AP3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287579	TCEB1P22	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287591	MTND1P22	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287596	DDX11L5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287603	SSXP10	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287606	TTTY28P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287616	LOXL1-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287630	PSAT1P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287635	KRT18P62	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287639	MTHFD2P1	0	0	0	1	57	159	1	0	0	0	528	532	319	0.094696969697	0.094696969697	0.0
100287647	PCMTD1P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287680	SUB1P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287682	EXTL2P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287692	TCEB1P24	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287704	LOC100287704	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287708	CCDC58P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287715	KRTAP9-12P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287718	ANKRD66	0	0	0	1	11	100	0	32	0	0	528	532	319	3.10221576669	0.0	1.63329903283
100287722	AP4B1-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287728	LOC100287728	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287735	TTTY13B	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287745	MTATP6P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287755	ATP5G1P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287765	LINC00630	0	0	0	4	22	48	2	0	0	0	528	532	319	0.378787878788	0.189393939394	0.0
100287768	COX6A1P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287769	RBMY1GP	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287778	TCEB1P20	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287785	LINC00266-2P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287798	FAM197Y8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287814	LINC00582	0	0	0	1	56	42	0	0	0	0	528	532	319	0.094696969697	0.0	0.0
100287817	NDUFS5P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287818	TTTY26P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287822	SETP10	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287826	FAM197Y7	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287834	LOC100287834	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287844	TTTY30P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287845	GOLGA6L16P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287859	FAM197Y6	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287874	TTTY27P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287879	LINC00994	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287880	NDUFA4P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287887	RPL13AP25	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287898	TTC34	0	0	0	0	9	100	0	0	0	0	528	532	319	0.0	0.0	0.0
100287900	GM2AP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287902	LGALS8-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287905	TTTY31P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287919	VN1R30P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287922	ANKRD18CP	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287932	TIMM23	0	0	1	0	12	81	0	3	2	0	528	532	319	0.281954887218	0.187969924812	0.0
100287941	TTTY24P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287960	HIGD1AP10	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287964	ATP5LP7	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100287979	TTTY13C	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288013	NDUFA5P12	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288022	VN1R33P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288035	NDUFA5P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288038	HNRNPA1P28	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288072	SDR42E2	0	0	0	1	107	13	0	0	0	0	528	532	319	0.094696969697	0.0	0.0
100288077	WTAPP1	0	0	3	2	29	26	0	0	0	0	528	532	319	0.189393939394	0.0	0.0
100288079	GS1-279B7.1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288083	CICP22	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288112	OR11J7P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288122	LDLRAD4-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288130	MTCL1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288142	NBPF20	0	0	0	1	50	43	0	3	2	0	528	532	319	0.376651856915	0.187969924812	0.0
100288148	OR11J6P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288149	NDUFS5P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288165	HMGN2P15	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288173	TRMT112P4	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288179	TSEN15P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288185	PPIAP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288195	VN1R104P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288198	HMGN3-AS1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288222	ATP5G1P8	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288227	MTND1P27	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288235	HSPE1P10	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288248	ZNHIT1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288250	ISCA1P5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288252	RPL10P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288264	VN1R105P	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288283	HNRNPA1P61	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288287	KRTAP22-2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288298	GCSHP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288307	USMG5P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288319	AK3P5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288323	KRTAP21-3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
100288330	H2AFZP5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
